SPECIES_LU_VERSION; ISGS Species List
TERMS_AND_CONDITIONS; Free to use, cite original source
SPECIES_NR;NAME;GENUS;SPECIES;AUTHOR;SYNONYM;VALID_NR;VALID_NAME;SECUNDUM
889;Trifolium pratense;Trifolium;pratense;NA;FALSE;889;Trifolium pratense;NA
890;Trifolium pratense;Trifolium;pratense;NA;FALSE;890;Trifolium pratense;NA
891;Trifolium repens;Trifolium;repens;NA;FALSE;891;Trifolium repens;NA
892;Trifolium sp.;Trifolium;sp.;NA;FALSE;892;Trifolium sp.;NA
893;Triglochin maritimum;Triglochin;maritimum;NA;FALSE;893;Triglochin maritimum;NA
894;Triglochin palustre;Triglochin;palustre;NA;FALSE;894;Triglochin palustre;NA
895;Tripleurospermum maritimum;Tripleurospermum;maritimum;NA;FALSE;895;Tripleurospermum maritimum;NA
896;Tripleurospermum sp.;Tripleurospermum;sp.;NA;FALSE;896;Tripleurospermum sp.;NA
897;Trisetum flavescens;Trisetum;flavescens;NA;FALSE;897;Trisetum flavescens;NA
898;Tritomaria quinquedentata;Tritomaria;quinquedentata;NA;FALSE;898;Tritomaria quinquedentata;NA
899;Tuberaria guttata;Tuberaria;guttata;NA;FALSE;899;Tuberaria guttata;NA
900;Tussilago farfara;Tussilago;farfara;NA;FALSE;900;Tussilago farfara;NA
901;Typha latifolia;Typha;latifolia;NA;FALSE;901;Typha latifolia;NA
902;Ulex europaeus;Ulex;europaeus;NA;FALSE;902;Ulex europaeus;NA
903;Ulex gallii;Ulex;gallii;NA;FALSE;903;Ulex gallii;NA
904;Ulota crispa;Ulota;crispa;NA;FALSE;904;Ulota crispa;NA
905;Ulota phyllantha;Ulota;phyllantha;NA;FALSE;905;Ulota phyllantha;NA
906;Umbilicus rupestris;Umbilicus;rupestris;NA;FALSE;906;Umbilicus rupestris;NA
907;Urtica dioica;Urtica;dioica;NA;FALSE;907;Urtica dioica;NA
908;Vaccinium myrtillus;Vaccinium;myrtillus;NA;FALSE;908;Vaccinium myrtillus;NA
909;Vaccinium oxycoccos;Vaccinium;oxycoccos;NA;FALSE;909;Vaccinium oxycoccos;NA
910;Valeriana officinalis;Valeriana;officinalis;NA;FALSE;910;Valeriana officinalis;NA
911;Verbascum thapsus;Verbascum;thapsus;NA;FALSE;911;Verbascum thapsus;NA
912;Veronica agrestis;Veronica;agrestis;NA;FALSE;912;Veronica agrestis;NA
913;Veronica anagallis-aquatica;Veronica;anagallis-aquatica;NA;FALSE;913;Veronica anagallis-aquatica;NA
914;Veronica arvensis;Veronica;arvensis;NA;FALSE;914;Veronica arvensis;NA
915;Veronica beccabunga;Veronica;beccabunga;NA;FALSE;915;Veronica beccabunga;NA
916;Veronica catenata;Veronica;catenata;NA;FALSE;916;Veronica catenata;NA
917;Veronica chamaedrys;Veronica;chamaedrys;NA;FALSE;917;Veronica chamaedrys;NA
918;Veronica filiformis;Veronica;filiformis;NA;FALSE;918;Veronica filiformis;NA
919;Veronica montana;Veronica;montana;NA;FALSE;919;Veronica montana;NA
920;Veronica officinalis;Veronica;officinalis;NA;FALSE;920;Veronica officinalis;NA
921;Veronica persica;Veronica;persica;NA;FALSE;921;Veronica persica;NA
922;Veronica scutellata;Veronica;scutellata;NA;FALSE;922;Veronica scutellata;NA
923;Veronica serpyllifolia;Veronica;serpyllifolia;NA;FALSE;923;Veronica serpyllifolia;NA
924;Veronica sp.;Veronica;sp.;NA;FALSE;924;Veronica sp.;NA
925;Vicia cracca;Vicia;cracca;NA;FALSE;925;Vicia cracca;NA
926;Vicia sativa;Vicia;sativa;NA;FALSE;926;Vicia sativa;NA
927;Vicia sepium;Vicia;sepium;NA;FALSE;927;Vicia sepium;NA
928;Viola canina;Viola;canina;NA;FALSE;928;Viola canina;NA
929;Viola hirta;Viola;hirta;NA;FALSE;929;Viola hirta;NA
930;Viola lutea;Viola;lutea;NA;FALSE;930;Viola lutea;NA
931;Viola palustris;Viola;palustris;NA;FALSE;931;Viola palustris;NA
932;Viola riviniana;Viola;riviniana;NA;FALSE;932;Viola riviniana;NA
933;Viola sp.;Viola;sp.;NA;FALSE;933;Viola sp.;NA
934;Vulpia bromoides;Vulpia;bromoides;NA;FALSE;934;Vulpia bromoides;NA
935;Wahlenbergia hederacea;Wahlenbergia;hederacea;NA;FALSE;935;Wahlenbergia hederacea;NA
936;Warnstorfia fluitans;Warnstorfia;fluitans;NA;FALSE;936;Warnstorfia fluitans;NA
937;Weissia brachycarpa;Weissia;brachycarpa;NA;FALSE;937;Weissia brachycarpa;NA
938;Weissia brachycarpa;Weissia;brachycarpa;NA;FALSE;938;Weissia brachycarpa;NA
939;Weissia condensa;Weissia;condensa;NA;FALSE;939;Weissia condensa;NA
940;Weissia controversa;Weissia;controversa;NA;FALSE;940;Weissia controversa;NA
941;Weissia perssonii;Weissia;perssonii;NA;FALSE;941;Weissia perssonii;NA
942;Weissia sp.;Weissia;sp.;NA;FALSE;942;Weissia sp.;NA
943;Zygodon sp.;Zygodon;sp.;NA;FALSE;943;Zygodon sp.;NA
944;Zygodon viridissimus;Zygodon;viridissimus;NA;FALSE;944;Zygodon viridissimus;NA
945;Zygodon viridissimus;Zygodon;viridissimus;NA;FALSE;945;Zygodon viridissimus;NA
